"Tendencias","Volumen de búsquedas","Inicio","Finalizada","Desglose de tendencias","Enlace a Explorar"
"boy left on mount fuji","100 mil+","21 de agosto de 2026 a las 7:40:00 UTC-3",,"boy left on mount fuji,mount fuji hiker leaves son,father leaves boy mt fuji","./explore?q=boy%20left%20on%20mount%20fuji&geo=US"
"arsenal vs coventry","200 mil+","21 de agosto de 2026 a las 7:50:00 UTC-3",,"arsenal vs coventry,premier league,arsenal,arsenal - coventry city,arsenal f.c. vs coventry city fc standings,tzolis,arsenal f.c,christos tzolis,coventry city,where to watch arsenal f.c. vs coventry city fc,arsenal fc,arsenal game,arsenal vs,arsenal coventry,arsenal f.c.,coventry,english premier league,where to watch arsenal vs coventry,kai havertz,arsenal score,tzolis arsenal,arsenal vs coventry where to watch,bukayo saka,arsenal vs coventry prediction,bruno guimarães,arsenal – coventry city,arsenal v coventry,arsenal game today","./explore?q=arsenal%20vs%20coventry&geo=US"
"broncos","100 mil+","21 de agosto de 2026 a las 20:30:00 UTC-3",,"broncos,packers vs broncos,broncos game,packers,denver broncos,green bay packers,broncos game today,broncos vs packers,bo nix,packers game,packers schedule,packer game,will sheppard,marshawn lloyd,jarrett stidham,green bay packers vs denver broncos match player stats,denver broncos schedule,mark perry,broncos packers,green bay packers vs denver broncos,jordan love,jonah coleman,packer score,green bay,where to watch broncos game","./explore?q=broncos&geo=US"
"cubs vs mariners","50 mil+","21 de agosto de 2026 a las 22:10:00 UTC-3",,"cubs vs mariners,matthew boyd,cubs - mariners,emerson hancock","./explore?q=cubs%20vs%20mariners&geo=US"
"pirates vs dodgers","50 mil+","21 de agosto de 2026 a las 22:10:00 UTC-3",,"pirates vs dodgers,pirates - dodgers,bubba chandler,yoshinobu yamamoto,dodgers vs pirates","./explore?q=pirates%20vs%20dodgers&geo=US"
"juárez - américa","20 mil+","21 de agosto de 2026 a las 23:10:00 UTC-3",,"juárez - américa,juarez vs américa,america vs juarez,club américa,juarez vs america,juárez vs. américa","./explore?q=ju%C3%A1rez%20-%20am%C3%A9rica&geo=US"
"cardinals vs phillies","50 mil+","21 de agosto de 2026 a las 18:40:00 UTC-3",,"cardinals vs phillies,alec bohm,phillies standings","./explore?q=cardinals%20vs%20phillies&geo=US"
"giants vs red sox","50 mil+","21 de agosto de 2026 a las 19:20:00 UTC-3",,"giants vs red sox,boston,rafael devers,giants - red sox,sox","./explore?q=giants%20vs%20red%20sox&geo=US"
"mets vs white sox","50 mil+","21 de agosto de 2026 a las 19:40:00 UTC-3",,"mets vs white sox,jake rogers,miguel vargas,jefry yan,sean manaea","./explore?q=mets%20vs%20white%20sox&geo=US"
"blue jays vs yankees","50 mil+","21 de agosto de 2026 a las 19:10:00 UTC-3",,"blue jays vs yankees,mason fluharty","./explore?q=blue%20jays%20vs%20yankees&geo=US"
"klay thompson","100 mil+","21 de agosto de 2026 a las 16:10:00 UTC-3",,"klay thompson,miami heat,miami heat roster,klay thompson trade,giannis antetokounmpo,dallas mavericks,heat roster,nba news,klay thompson dallas mavericks buyout,clay thompson,klay thompson mavericks buyout,klay thompson miami heat,klay,klay thompson heat,warriors","./explore?q=klay%20thompson&geo=US"
"nick chubb","20 mil+","21 de agosto de 2026 a las 22:10:00 UTC-3",,"nick chubb,did nick chubb retire,nick chubb injury,nick chubb retirement cleveland browns,nick chubb retirement","./explore?q=nick%20chubb&geo=US"
"alisa goods","50 mil+","21 de agosto de 2026 a las 14:20:00 UTC-3",,"alisa goods,alisa goods las vegas,alisa goods found las vegas,las vegas","./explore?q=alisa%20goods&geo=US"
